state_name,district,uncontested,pct,representative,party,WARP,WAR,WAR_lower,WAR_upper
Alabama,1,0,0.215231165,Barry Moore,REP,0.0,0.013416999999999998,-0.047689515,0.0816413
Alabama,2,0,0.54599506,Shomari Figures,DEM,-0.012400000000000078,-0.02693375,-0.11346365,0.05887683499999993
Alabama,3,1,0.0,Mike Rogers,REP,0.0,-0.00203932,-0.066422175,0.06939266999999999
Alabama,4,1,0.0,Robert B. Aderholt,REP,0.0,0.0325318,-0.02063192,0.09172514999999998
Alabama,5,1,0.0,Dale Strong,REP,0.0,0.00716662,-0.07251452000000001,0.08665198999999998
Alabama,6,0,0.296044708,Gary Palmer,REP,0.0,0.0028061149999999997,-0.068158685,0.07599329999999999
Alabama,7,0,0.637203747,Terri A. Sewell,DEM,0.00009999999999998899,-0.0285624,-0.1060022,0.051155594999999936
Alaska,1,0,0.487764334,Nick Begich,REP,0.07989999999999997,0.0051861400000000005,-0.08576873500000001,0.09545487999999996
Arizona,1,0,0.48092998,David Schweikert,REP,-0.03069999999999995,-0.0245422,-0.1084432,0.059355019999999974
Arizona,2,0,0.455152371,Eli Crane,REP,0.005299999999999971,-0.026305349999999998,-0.1107101,0.058187554999999946
Arizona,3,0,0.727442512,Yassamin Ansari,DEM,0.0,0.00855496,-0.06420853000000001,0.08305549500000001
Arizona,4,0,0.537104238,Greg Stanton,DEM,0.023699999999999943,-0.01703255,-0.10309445,0.06810518499999996
Arizona,5,0,0.396118193,Andy Biggs,REP,0.0014999999999999458,-0.03489495,-0.11203035,0.04726154999999992
Arizona,6,0,0.487128006,Juan Ciscomani,REP,-0.125,-0.03855645,-0.12293695,0.04791284499999998
Arizona,7,0,0.634490851,Raúl Grijalva,DEM,0.0017000000000000348,-0.0302622,-0.10765680000000001,0.04952072999999998
Arizona,8,0,0.434992797,"Abraham ""Abe"" Hamadeh",REP,-0.0020999999999999908,-0.03831435,-0.12210620000000001,0.04788156999999995
Arizona,9,0,0.34702255,Paul Gosar,REP,0.0,-0.01567665,-0.08940574500000001,0.058981345
Arkansas,1,0,0.247708868,Rick Crawford,REP,0.0,0.009247385,-0.057267045,0.08087950999999997
Arkansas,2,0,0.410652136,French Hill,REP,0.010299999999999976,-0.002538185,-0.08220712000000001,0.08079628999999999
Arkansas,3,0,0.332410088,Steve Womack,REP,0.00009999999999998899,0.006659845,-0.06685608000000001,0.08522306499999993
Arkansas,4,0,0.270883209,Bruce Westerman,REP,0.0,0.0158591,-0.05249759500000001,0.08880348999999997
California,1,0,0.346573609,Doug LaMalfa,REP,0.0004999999999999449,-0.02854395,-0.10381805000000001,0.05154564
California,2,0,0.718837671,Jared Huffman,DEM,0.0,0.01197635,-0.05624091,0.08469310499999995
California,3,0,0.445326097,Kevin Kiley,REP,0.015900000000000025,-0.0201931,-0.10287255000000001,0.06505741499999997
California,4,0,0.664555854,Mike Thompson,DEM,0.00039999999999995595,0.01399945,-0.059638480000000015,0.09024689499999997
California,5,0,0.382348153,Tom McClintock,REP,0.0014000000000000679,-0.0353693,-0.11273390000000001,0.04669010999999999
California,6,0,0.576189945,Ami Bera,DEM,0.014499999999999957,-0.0244992,-0.10701105,0.056760494999999994
California,7,0,0.667508537,Doris Matsui,DEM,0.00019999999999997797,0.007219089999999999,-0.065509175,0.08636663999999998
California,8,0,0.739706259,John Garamendi,DEM,0.0,-0.01073205,-0.07808710500000002,0.0593979
California,9,0,0.517920726,Josh Harder,DEM,0.051100000000000034,-0.01175795,-0.096325565,0.07292366
California,10,0,0.664734573,Mark DeSaulnier,DEM,0.00009999999999998899,-0.008200215,-0.0815854,0.06947668499999995
California,11,0,0.810342336,Nancy Pelosi,DEM,0.0,0.030436650000000003,-0.022103940000000006,0.08922335499999999
California,12,1,1.0,Lateefah Simon,DEM,0.0,-0.018316850000000003,-0.06769198,0.033917579999999996
California,13,0,0.500443294,Adam Gray,DEM,-0.1099,-0.00631547,-0.10173750000000001,0.08774681999999996
California,14,0,0.677536651,Eric Swalwell,DEM,0.0,-0.01101565,-0.08566550000000002,0.06513527999999999
California,15,0,0.730970077,Kevin Mullin,DEM,0.0,-0.00010132469999999999,-0.07055445,0.07513935
California,16,1,1.0,Sam Liccardo,DEM,0.0,-0.0246785,-0.09059453,0.045483099999999985
California,17,0,0.676647952,Ro Khanna,DEM,0.0,-0.0203157,-0.09435376499999999,0.057143309999999926
California,18,0,0.646258742,Zoe Lofgren,DEM,0.00019999999999997797,-0.014367999999999999,-0.08746872,0.06349645499999997
California,19,0,0.692956741,Jimmy Panetta,DEM,0.00009999999999998899,0.0156227,-0.058951155000000005,0.09264991499999997
California,20,1,0.0,Vince Fong,REP,0.0,-0.02722155,-0.097048465,0.048586754999999995
California,21,0,0.525737607,Jim Costa,DEM,-0.15880000000000005,-0.050345100000000004,-0.13264585,0.03310834499999999
California,22,0,0.465789489,David G. Valadao,REP,0.3194,0.03759915,-0.046575685000000006,0.12315894999999996
California,23,0,0.398578058,Jay Obernolte,REP,0.0038000000000000256,-0.01181645,-0.09153881999999999,0.07040373999999995
California,24,0,0.626969829,Salud Carbajal,DEM,0.0020000000000000018,-0.0319999,-0.11005335000000002,0.04981652999999997
California,25,0,0.562528823,Raul Ruiz,DEM,0.15490000000000004,0.03295795,-0.049409205000000025,0.11666724999999999
California,26,0,0.560543335,Julia Brownley,DEM,0.031299999999999994,-0.01698995,-0.09933950500000001,0.065001825
California,27,0,0.513312673,George Whitesides,DEM,0.11399999999999999,0.011237750000000001,-0.07808225,0.1000706
California,28,0,0.649286857,Judy Chu,DEM,0.0026000000000000467,-0.0073998150000000006,-0.087340995,0.07490764
California,29,0,0.697767138,Luz Maria Rivas,DEM,0.0,-0.0112144,-0.08666333500000001,0.06602246499999999
California,30,0,0.683760135,Laura Friedman,DEM,0.0,-0.0143099,-0.08999319500000001,0.06571981999999997
California,31,0,0.597275268,Gil Cisneros,DEM,0.0042999999999999705,-0.024791800000000003,-0.10489185000000001,0.05797265999999997
California,32,0,0.662015576,Brad Sherman,DEM,0.0,-0.0157346,-0.087819065,0.06104565499999995
California,33,0,0.588134176,Pete Aguilar,DEM,0.0023000000000000798,-0.0359601,-0.11462325000000001,0.04708417999999991
California,34,1,1.0,Jimmy Gomez,DEM,0.0,-0.0246862,-0.08563977,0.04241707
California,35,0,0.584072274,Norma J. Torres,DEM,0.012800000000000034,-0.0136244,-0.09454399000000001,0.06908600999999999
California,36,0,0.687181378,Ted W. Lieu,DEM,0.0,-0.0225454,-0.09267444,0.05225015999999999
California,37,1,1.0,Sydney Kamlager-Dove,DEM,0.0,-0.02181185,-0.07808688000000001,0.037713205
California,38,0,0.598380737,Linda T. Sánchez,DEM,0.010599999999999943,-0.02801095,-0.10844535,0.05543268499999997
California,39,0,0.566885831,Mark Takano,DEM,0.010400000000000076,-0.01962265,-0.10076495,0.062097615
